/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/562.bmp;22;13;301.00773990857664
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/563.bmp;22;13;298.73595975210804
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/564.bmp;22;13;301.9373881460033
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/607.bmp;22;14;264.03899393241926
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/608.bmp;22;14;265.55584068146527
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/609.bmp;22;14;270.64929526483814
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1057.bmp;22;24;282.9949994027558
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1058.bmp;22;24;281.9859303744693
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1059.bmp;22;24;278.64492870617283
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1327.bmp;22;30;277.73735701359834
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1328.bmp;22;30;274.0397573569173
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1329.bmp;22;30;270.6088439519836
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1419.bmp;22;32;316.5156149815872
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1552.bmp;22;35;285.9353055995014
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1553.bmp;22;35;288.12780482625675
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1554.bmp;22;35;285.72620850767925
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1597.bmp;22;36;311.49997473057374
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1598.bmp;22;36;303.69983483271
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1599.bmp;22;36;298.0605880005523
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1687.bmp;22;38;305.0499750864181
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1688.bmp;22;38;317.0520106871615
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1689.bmp;22;38;314.6053345453045
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1732.bmp;22;39;329.61250445873753
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1777.bmp;22;40;263.51995639250055
/home/thomas/Thomas/git-thomas/PythonOpencv/python/opencv/face_recognition/test/1778.bmp;22;40;275.55247173852024
